hello;olá
Whenever I thought about giving up, I'd ask myself who I'd be replaced with. Even if things weren't perfect, I was in the best place to improve them.;Sempre que pensava em desistir, me perguntava por quem seria substituído. Mesmo que as coisas não estivessem perfeitas, eu estava no melhor lugar para melhorá-las.
You'll find it just on the other side of the mine. Be careful down there.;Você o encontrará do outro lado da mina. Tenha cuidado aí embaixo.
You should be able to find a hint of where to find him by examining it.;Você deve ser capaz de encontrar uma dica de onde encontrá-lo examinando-o.
Observe a specific party;Observe uma festa específica
2.17 Talking to drunk Khazard Guard again with Khazard armour equipped;2.17 Conversando com o Guarda Khazard bêbado novamente com a armadura Khazard equipada
But I don't have any kegs of beer to sell...;Mas não tenho barris de cerveja para vender...
Oh, that'll be our lady over there by the fire. She's such a good dog, always accompanies me on deliveries.;Oh, será nossa senhora ali perto do fogo. Ela é uma cadela tão boa, sempre me acompanha nas entregas.
What? No, no stabbing.;O que? Não, nada de esfaqueamento.
Leave the thing alone.;Deixe a coisa em paz.
This doesn't look safe... Good job my backpack magically stops things from breaking!;Isso não parece seguro... Bom trabalho, minha mochila impede magicamente que as coisas quebrem!
Safalaan! Are you okay?;Safalaan! Você está bem?
If the player has already inspected the blocked entry;Se o jogador já inspecionou a entrada bloqueada
Thanks Brother Omad!;Obrigado irmão Omad!
It's fairly straightforward to cast a spell and fish them out again - but it requires a spell component from a chap in Port Khazard.;É bastante simples lançar um feitiço e pescá-los novamente - mas requer um componente de feitiço de um sujeito em Port Khazard.
We have to. There is no other option.;Temos que. Não há outra opção.
Interesting, let's hear them.;Interessante, vamos ouvi-los.
Cannon furnace;Fornalha de canhão
OH NO...JULIET HAS...DIED?.... Oooooohhhhhh....(sob), (sob).Juliet...my poor dead cousin!;AH NÃO... JULIETA... MORREU?... Oooooohhhhhh....(soluço), (soluço).Julieta...minha pobre prima morta!
Hmmm, fair enough. Anyway, we'd better get off.;Hum, é justo. De qualquer forma, é melhor descermos.
I do indeed.;Eu realmente quero.
Can I have another pet rock? I lost mine...;Posso ter outra pedra de estimação? I lost mine...
2.12 Talking to Kelvin;2.12 Conversando com Kelvin
Did we? Ah, sorry ter say but I missed the whole thing, I've bin a mite busy down here in the ole galley.;Nós fizemos? Ah, desculpe dizer, mas perdi tudo, estou um pouco ocupado aqui na velha cozinha.
When we have finished here, I would like you to try the Fire of Nourishment. Although Boulder made two herb patches as we told him, crops will not grow without such a fire to strengthen them.;Quando terminarmos aqui, gostaria que você experimentasse o Fogo da Nutrição. Embora Boulder tenha feito dois canteiros de ervas como lhe dissemos, as colheitas não crescerão sem esse fogo para fortalecê-las.
We were invited to a house party on an island not far from here... Something felt wrong about the whole thing but we went anyway...;Fomos convidados para uma festa em uma ilha não muito longe daqui... Algo parecia errado com tudo isso, mas fomos mesmo assim...
Mmm, sounds delicious! What's it called?;Humm, parece delicioso! Como é chamado?
Ze bon mot, ze laugh, ze fun of poking at me, eh? I shall 'ave my gallery, you vill see eventually, mon amie. Zen I shall be ze, 'ow you say, laughing last!;Ze bon mot, ze ri, é divertido me cutucar, hein? Vou ficar com minha galeria, você verá eventualmente, mon amie. Zen eu serei ze, 'como você diz, rindo por último!
I don't know for sure, but I doubt Lord Shayzien's visit was a coincidence.;Não tenho certeza, mas duvido que a visita de Lorde Shayzien tenha sido uma coincidência.
The IOU says that Harold owes me some money.;A nota promissória diz que Harold me deve algum dinheiro.
Oh, right.;Ah, certo.
Well, you go to sea at north-west corner of Colony and catch nice fresh monkfish for Arnold, ja?;Bem, você vai para o mar no canto noroeste de Colony e pesca um belo tamboril fresco para Arnold, certo?
I have a question about King Shayzien VII.;Tenho uma pergunta sobre o Rei Shayzien VII.
Marvellous.;Maravilhoso.
Yes. As you're aware, of all those that go into the Theatre, the vast majority never come out. That said, some have managed to succeed, yourself included.;Sim. Como vocês sabem, de todos aqueles que vão ao Teatro, a grande maioria nunca sai. Dito isto, alguns conseguiram ter sucesso, inclusive você.
5 Returning to Larrissa;5 Voltando para Larrissa
Excellent work adventurer! Please let me reimburse you the 100 gold it cost you to purchase your protective clothing.;Excelente trabalho aventureiro! Por favor, deixe-me reembolsá-lo pelos 100 ouro que custou para comprar suas roupas de proteção.
Anyway, I've modified their spell to send false information to them. They'll be none the wiser.;De qualquer forma, modifiquei o feitiço deles para enviar informações falsas a eles. Eles não serão nem um pouco mais sábios.
Totem;Totem
You're weak just like your father.;Você é fraco como seu pai.
Indeed, leather armour is excellent for archers. It's supple and not very heavy.;Na verdade, a armadura de couro é excelente para arqueiros. É flexível e não muito pesado.
3.5 Talking to Avan;3.5 
(Non-quest dialogue) Tell me about the Rules of Conduct.;(Diálogo fora da missão) Conte-me sobre as Regras de Conduta.
Phew, that was a close one! Thanks for saving me.;Ufa, essa foi por pouco! Obrigado por me salvar.
Goblin tribes are thing of past. Long ago, all goblins divided into twelve tribes. Dorgeshuun tribe rebel, so Big High War God punish them. Then there eleven tribes.;As tribos de duendes são coisas do passado. Há muito tempo, todos os goblins foram divididos em doze tribos. Rebelde da tribo Dorgeshuun, então Big High War God os puniu. Depois, há onze tribos.
No not yet!;Não, ainda não!
You know, all the others have agreed to the plan. It's just you.;Você sabe, todos os outros concordaram com o plano. É só você.
Of course, thanks to the ways time and space work in this place, the information won't necessarily come in the right order.;É claro que, graças à forma como o tempo e o espaço funcionam neste local, as informações não virão necessariamente na ordem certa.
Alright. Thank you, Lord Shayzien. I should speak to Commander Fullore.;Tudo bem. Obrigado, Lorde Shayzien. Eu deveria falar com o Comandante Fullore.
Hey you Creature, Dad says you's is gonna get da stabbers!;Ei, sua criatura, papai diz que você vai pegar os esfaqueadores!
A cutscene plays. Kasonde exits the locked doors and approaches you.;Uma cena é reproduzida. Kasonde sai pelas portas trancadas e se aproxima de você.
Fine, you not get map piece.;Tudo bem, você não recebe um pedaço do mapa.
Yes it's...;Sim, é...
Well, we'll just wait till time is up.;Bem, vamos esperar até o tempo acabar.
I felt sorry for killing her, but by then it was already too late.;Tive pena de matá-la, mas já era tarde demais.
You drop the artefact and it rolls back to its original place in the ground.;Você deixa cair o artefato e ele volta ao seu lugar original no chão.
There we go. Anything that touches this gate will end up coated in flour. Now just to wait for the beast to come...;Lá vamos nós. Qualquer coisa que tocar neste portão ficará coberta de farinha. Agora é só esperar a fera chegar...
Well... he was nice.;Bem... ele era legal.
Erm, I'm sorry I don't understand a word you're saying.;Erm, me desculpe, não entendi uma palavra do que você está dizendo.
You find nothing to interest you.;Você não encontra nada que lhe interesse.
You don't have anything I can repair.;Você não tem nada que eu possa consertar.
1.1 Using a feather on enchanted scroll;1.1 Usando uma pena em um pergaminho encantado
More...;Mais...
I'm conducting important business here for the Kourend Council.;Estou conduzindo assuntos importantes aqui para o Conselho Kourend.
Head to Karamja Wines, Spirits, and Beers at Musa Point. There you'll find Dallas Jones. We've heard that he is investigating the destruction of Crandor. This seems like a good place to start.;Vá para Vinhos, destilados e cervejas Karamja em Musa Point. Lá você encontrará Dallas Jones. Ouvimos dizer que ele está investigando a destruição de Crandor. Este parece ser um bom lugar para começar.
It can be hard to interest trolls in the delicate skill of Firemaking, sometimes. But perhaps Snowflake can find my lost notes, and carry on the science. She's far smarter than her father.;Às vezes pode ser difícil despertar o interesse dos trolls na delicada habilidade de Arte do Fogo. Mas talvez Snowflake possa encontrar minhas anotações perdidas e continuar com a ciência. Ela é muito mais inteligente que o pai.
2.1 Taking the bucket;2.1 
1.4 Searching fire remains;1.4 Procurando restos de fogo
It was a bit close at times. But I managed it.;Às vezes era um pouco próximo. Mas eu consegui.
True that. I'll leave you to your work.;É verdade. Vou deixar você com seu trabalho.
So...Savant...That's an unusual name...;Então...Savant...Esse é um nome incomum...
You there!;Você aí!
Indeed!;De fato!
Tenzing has asked me to bring you his climbing boots, he needs to have spikes put on them.;Tenzing me pediu para trazer para você suas botas de escalada, ele precisa colocar pregos nelas.
Clouds surround the ship.;Nuvens cercam o navio.
That I did, that I did!;Isso eu fiz, isso eu fiz!
Oh yes, right, thanks!;Ah sim, certo, obrigado!
Okay, here's one million coins.;Ok, aqui está um milhão de moedas.
4 Making the origami balloon;4 Fazendo o balão de origami
So why do you need a sled then?;Então, por que você precisa de um trenó?
If the player told the penguins that Fred is harmless;Se o jogador dissesse aos pinguins que Fred é inofensivo
Please try and get it quickly... I am scared Sir Vyvin will find out!;Por favor, tente obtê-lo rapidamente... Estou com medo que Sir Vyvin descubra!
